Store,Product,2024-05-06,2024-05-13,2024-05-20
0,126,0.7932501719951447,0.5426576874837357,0.5875076631483113
0,182,1.026441310036286,0.7021823471416486,0.760216835379395
1,124,11.464494527076726,7.8427919814828355,8.490988879130906
2,124,11.708764307554247,8.009895474019995,8.671903265250922
2,126,2.3707975319799544,1.621848379762172,1.7558921094313384
3,126,0.9265808517983009,0.6338684062795937,0.6862568331864458
4,124,12.196323671094024,8.343431911918374,9.033006070433908
4,126,0.5604353840591488,0.3833904866767031,0.415077228418467
5,126,3.6472581115282714,2.495067410423887,2.701281595203755
6,124,10.105168892922425,6.912885463703913,7.4842267566961205
7,126,1.4536885913576887,0.9944596511382553,1.0766504911128385
8,126,2.174732015216999,1.487721135069258,1.6106794165835707
9,49,0.761579855789477,0.5209922140167453,0.5640515655361776
9,124,24.230228514316423,16.575754077317622,17.945719313481288
9,126,3.3447188512557418,2.2881021160582957,2.4772108794467336
10,126,0.6436740928264142,0.4403335883657537,0.476726605875694
11,126,0.9206514472970527,0.629812136204404,0.6818653174889104
12,124,10.265372038436562,7.022479475204303,7.602878575470131
13,103,0.1605161008146083,0.10980810234541578,0.11888360395823082
14,124,21.667807045935646,14.822816911362992,16.047904094477882
14,126,1.890440657526018,1.2932391214717325,1.4001237090566505
15,126,0.976574072634323,0.6680684689666341,0.7232834880597191
16,126,2.2059300766681575,1.5090635418896436,1.6337857464969032
17,126,1.0269277526634866,0.7025151196269117,0.7605771110922178
18,124,16.403138501543427,11.22128871946525,12.148714125206466
18,126,0.9621783436908332,0.6582204370923155,0.7126215287315111
19,17,20.95878907894503,14.337781970388656,15.522781625397128
19,103,3.649976909927264,2.496927324110664,2.7032952284185403
20,126,1.2560533055295477,0.8592585368379074,0.9302751746846053
21,124,14.039714982371445,9.604484857661118,10.398283456800648
21,126,1.4589276204954738,0.9980436395657899,1.0805306916782724
22,126,3.1592407251451298,2.161217641844003,2.3398395629523447
23,124,10.69782017177481,7.318314650888864,7.923164156513733
24,126,0.9078479218581256,0.6210533212030126,0.6723825974388603
25,124,12.91973781102344,8.838315188501559,9.568790827680676
25,126,2.627158346470098,1.7972232761870546,1.945761520571944
26,126,3.457241264237807,2.3650780242580502,2.5605487496883894
27,124,9.485212989262749,6.488777346367245,7.025066636632101
27,126,1.2888843138207275,0.8817180328027694,0.9545909197558486
28,17,21.347923816062934,14.603986711363216,15.81098785355206
28,103,1.706521214392237,1.167420932938286,1.2639068054141414
29,17,10.977448009682398,7.509606378558275,8.13026590499127
30,126,1.0033867043363447,0.6864108295843149,0.7431418217232226
31,126,0.867579914883082,0.593506219019983,0.6425587618914379
32,124,10.955257856134503,7.494426227536154,8.113831133571006
32,126,1.061568651149469,0.72621275062456,0.7862333215001771
33,126,1.1717636017079667,0.8015964557324424,0.8678473950660672
34,17,9.745154556715981,6.666601814429171,7.217588073426056
34,103,0.4823663746769482,0.3299839453469518,0.35725670358822337
35,17,10.750769492302396,7.3545369636544144,7.96238019789222
36,124,11.413683975279469,7.808032787584745,8.453356881554905
36,126,0.8294467268881366,0.5674195337039586,0.6143160448291052
37,103,4.374639070278914,2.9926643639833785,3.240004311417404
38,126,0.8475552327648725,0.5798074540218823,0.6277278111877436
39,17,8.611458034919826,5.89104681986937,6.37793443356034
40,17,9.061914922696774,6.199201676511059,6.711557901704405
40,103,0.0,0.0,0.0
41,17,13.435237034714017,9.190965117242202,9.950586829695379
41,103,1.7214458146588179,1.1776307625143854,1.2749604645693458
42,17,4.520874099484273,3.0927028708495103,3.348310875111905
42,103,1.0105650516958617,0.6913214939819953,0.7484583463598948
43,17,5.886914624698152,4.027203005349536,4.360046270914895
44,17,13.01635872728342,8.904412978116058,9.64035151651151
44,103,1.3496552119172431,0.9232910398963838,0.99959988362195
45,17,14.939619596540377,10.220104209690513,11.064782974345043
45,103,2.4621030513473228,1.6843099382258506,1.8235160371780494
46,126,2.074728787222058,1.4193095262723106,1.536613674323694
47,124,6.794110587923753,4.647810325560237,5.031946005940123
48,126,1.8029438814464593,1.2333831014595413,1.335320664238871
49,17,11.2196310849048,7.675282368539267,8.309634807263448
49,103,0.750843659299888,0.5136476463568886,0.556099978592509
50,126,4.176732310191448,2.8572775357695925,3.093427932054259
51,124,6.061705889810281,4.146776662017694,4.489502539983807
52,126,1.48772160479915,1.0177414316209443,1.1018564814835665
52,239,0.6131500646062938,0.4194522836381952,0.4541194875634829
53,17,12.181131867343362,8.33303929004058,9.02175451142307
54,17,11.308666633487684,7.736191053596734,8.37557751856913
54,103,1.9115988310799286,1.307713301166225,1.415794161506575
55,103,1.3946766983527876,0.9540899688833698,1.0329443053706187
56,126,0.9370157029579288,0.6410068254056539,0.6939852336791608
57,17,7.511718435133732,5.13872155210017,5.563430428201055
58,17,9.457909507029143,6.470099197843335,7.004844762614057
59,126,1.4556825509607096,0.9958237069497906,1.0781272844223646
60,2,0.9871292665784804,0.67528921387019,0.7311010184519433
60,3,1.9314214280248214,1.3212738209086696,1.4304754411580294
60,4,1.8832942458810686,1.2883503041049476,1.394830837080512
60,7,1.251307023556256,0.8560116337918052,0.9267599191836099
60,8,1.4635836086742038,1.0012287731683032,1.08397907256882
60,10,0.7571005550167096,0.5179279512094895,0.5607340452601618
60,18,1.1523970065534241,0.7883478840812508,0.8535038456234403
60,19,1.8368524879420938,1.256579775896354,1.3604345146560226
60,20,1.266830240492005,0.8666309734428448,0.9382569339066298
60,21,0.9361374924587045,0.6404060468676117,0.6933348015502223
60,22,1.1740928525495928,0.8031898822703873,0.8695725163041859
60,23,79.9078881822048,54.66450729358253,59.182460099524626
60,25,1.9787834462934522,1.353673893692234,1.4655533392251743
60,28,0.5594952325510436,0.38274733466579397,0.4143809207023993
60,29,1.5500674212683334,1.0603918309323732,1.1480318826798335
60,30,0.5846848677442794,0.3999794131009486,0.43303720875679
60,33,1.1421694293656417,0.7813512598368159,0.8459289591810585
60,39,0.892945230330448,0.610858479263864,0.6613451646299588
60,40,1.0937452804091907,0.7482245898167096,0.8100644115292183
60,41,0.6498016946384414,0.44452544403314354,0.4812649131441726
60,42,1.355946454363208,0.9275948411404984,1.0042593886283364
60,45,3.8146668675175412,2.60959073685592,2.825270130591585
60,47,13.622000904474946,9.31872916098022,10.088910411028872
60,48,12.410738744056383,8.490111978009962,9.191809059588081
60,49,1.0969124926850493,0.750391260748611,0.8124101550897955
60,51,1.845695570210399,1.262629275465799,1.3669839977597114
60,55,2.027630222165622,1.387089680251925,1.5017308985351312
60,56,0.6633895057967353,0.45382078419371347,0.49132850148331086
60,61,0.8461192696693378,0.5788251202761802,0.626664288792907
60,64,1.4533567718150842,0.9942326553782684,1.076404734438658
60,65,0.6315804044092781,0.4320603686158157,0.4677696149141604
60,67,0.4676169848582558,0.3198939761879451,0.346332811162901
60,87,1.7157928280423655,1.1737635882571835,1.2707736732214319
60,88,2.3146515695025296,1.5834392634011685,1.7143085278893906
60,89,1.207449467318038,0.8260089424755719,0.8942775431481857
60,91,0.9969754725044071,0.6820249443205387,0.7383934485561421
60,92,1.1650977871485366,0.7970364119508978,0.8629104693986692
60,94,0.8067997794783051,0.5519268927391606,0.59754295656525
60,99,6.446327888086444,4.4098942654024595,4.774366482508165
60,100,0.7395864996819302,0.5059466909438546,0.5477625488958983
60,105,1.8960582931623937,1.297082112335377,1.4042843182839322
60,106,0.8618430611565229,0.5895816717755028,0.6383098557509738
60,109,4.7338239212911475,3.238380567409152,3.5060286501524525
60,111,0.702849903047205,0.48081540540541934,0.520554194201685
60,112,0.8335934159880477,0.5702562588596709,0.6173872217527281
60,114,1.6303800532610535,1.115333221040472,1.207514109610409
60,116,0.656408628819434,0.4490452081007606,0.48615823002992475
60,121,0.5337897234412139,0.3651623499767296,0.39534255913587174
60,122,0.7347590652278959,0.5026442719721488,0.5441871891478404
60,124,6.420988528125164,4.392559761151019,4.755599303272537
60,125,82.43030206357629,56.390075509091616,61.050644358735234
60,126,6.7253493252710905,4.600771157972406,4.98101911028678
60,128,1.609382575401897,1.1009689723074627,1.1919626737777334
60,153,0.8142918955237458,0.5570522044139793,0.6030918688066707
60,154,2.184633973424282,1.4944950053210728,1.618013138695879
60,156,1.763091404150277,1.206120260638907,1.3058045838980847
60,163,0.6748290352586435,0.46164649772376887,0.49980100039847414
60,164,1.561780184574163,1.0684044620971411,1.1567067477372333
60,165,0.39030712833698256,0.267006766779574,0.28907454038445796
60,166,0.9024559571020508,0.6173647104357864,0.668389127628886
60,167,0.7331907690621978,0.5015714099664251,0.5430256564460998
60,168,0.4671024804752053,0.3195420068237227,0.3459517519732064
60,169,1.2164569295643581,0.832170893402593,0.9009487715727849
60,170,1.4273297428138945,0.976427720858892,1.0571282444648546
60,172,1.350701846701263,0.9240070364780267,1.0003750564209455
60,174,2.3980411580242436,1.640485581025781,1.776069651949495
60,175,0.7826740644956397,0.5354226357423338,0.5796746434760791
60,176,1.4259844749891912,0.9755074312042882,1.0561318940272466
60,180,1.528366874646156,1.0455466170731622,1.1319597305579245
60,192,0.8633732252246568,0.5906284478418675,0.6394431465432615
60,201,1.0704966067922546,0.7323203115607094,0.7928456646695358
60,210,1.1703402991221756,0.8006227829655619,0.8667932494690637
60,211,1.785173769935193,1.2212266746985134,1.3221595240885822
60,213,0.8300551799993682,0.5678357728299492,0.6147666855955811
60,214,2.8092608293696313,1.9217984931161118,2.0806327225695718
60,215,0.7687261648863152,0.5258809612309823,0.5693443615617481
